"Submitted","HTML Block","第一部分：基本資料","1.單位名稱","2.單位總員工人數","3.工程領域","點選說明","其他，請說明","第二部分：工程與科技領域從業人員統計","1.	員工人數：（請依人員之專長領域填寫對應欄位之員工人數）","男性專任人數","土木營建領域專長 男性 專任 人數","建築、都市規劃領域專長 男性 專任 人數","電子電機領域專長 男性 專任 人數","資訊通訊領域專長 男性 專任 人數","化工材料領域專長 男性 專任 人數","生技醫工領域專長 男性 專任 人數","環工綠能領域專長 男性 專任 人數","機械領域專長 男性 專任 人數","其他領域專長 男性 專任 人數","非工程與科技領域專長 男性 專任 人數","女性專任人數","土木營建領域專長 女性 專任 人數","建築、都市規劃領域專長 女性 專任 人數","電子電機領域專長 女性 專任 人數","資訊通訊領域專長 女性 專任 人數","化工材料領域專長 女性 專任 人數","生技醫工領域專長 女性 專任 人數","環工綠能領域專長 女性 專任 人數","機械領域專長 女性 專任 人數","其他領域專長 女性 專任 人數","非工程與科技領域專長 女性 專任 人數","2.各領域專長人員","(1) 年資分布情形：","土木營建領域專長 男性 人數","服務年資1~5年","服務年資6~10年","服務年資11~15年","服務年資16~20年","服務年資21~25年","服務年資25年以上","土木營建領域專長 女性 人數","建築、都市規劃部門 - 男性","建築、都市規劃部門 - 女性","電子電機部門 - 男性","電子電機部門 - 女性","資訊通訊部門 - 男性","資訊通訊部門 - 女性","化工材料部門 - 男性","化工材料部門 - 女性","生技醫工部門 - 男性","生技醫工部門 - 女性","環工綠能部門 - 男性","環工綠能部門 - 女性","機械部門 - 男性","機械部門 - 女性","其他部門 - 男性","其他部門 - 女性","(2) 管理職人員年資分布情形：","土木營建領域專長 男性 管理職 人數","管理職年資1~5年","管理職年資6~10年","管理職年資11~15年","管理職年資16~20年","管理職年資21~25年","管理職年資25年以上","土木營建領域專長 女性 管理職 人數","建築、都市規劃領域專長 男性 管理職 人數","建築、都市規劃領域專長 女性 管理職 人數","電子電機領域專長 男性 管理職 人數","電子電機領域專長 女性 管理職 人數","資訊通訊領域專長 男性 管理職 人數","資訊通訊領域專長 女性 管理職 人數","化工材料領域專長 男性 管理職 人數","化工材料領域專長 女性 管理職 人數","生技醫工領域專長 男性 管理職 人數","生技醫工領域專長 女性 管理職 人數","環工綠能領域專長 男性 管理職 人數","環工綠能領域專長 女性 管理職 人數","機械領域專長 男性 管理職 人數","機械領域專長 女性 管理職 人數","其他領域專長 男性 管理職 人數","其他領域專長 女性 管理職 人數","(3)各階管理職人員人數：","初階管理職","土木營建領域專長 男性 初階管理職 人數","35歲以下","36-45歲","46-55歲","56-65歲","66歲以上","土木營建領域專長 女性 初階管理職 人數","建築、都市規劃領域專長 男性 初階管理職 人數","建築、都市規劃領域專長 女性 初階管理職 人數","65歲以上","電子電機領域專長 男性 初階管理職 人數","電子電機領域專長 女性 初階管理職 人數","資訊通訊領域專長 男性 初階管理職 人數","資訊通訊領域專長 女性 初階管理職 人數","化工材料領域專長 男性 初階管理職 人數","化工材料領域專長 女性 初階管理職 人數","生技醫工領域專長 男性 初階管理職 人數","生技醫工領域專長 女性 初階管理職 人數","環工綠能領域專長 男性 初階管理職 人數","環工綠能領域專長 女性 初階管理職 人數","機械領域專長 男性 初階管理職 人數","機械領域專長 女性 初階管理職 人數","其他領域專長 男性 初階管理職 人數","其他領域專長 女性 初階管理職 人數","中階管理職","土木營建領域專長 男性 中階管理職 人數","土木營建領域專長 女性 中階管理職 人數","建築、都市規劃領域專長 男性 中階管理職 人數","建築、都市規劃領域專長 女性 中階管理職 人數","電子電機領域專長 男性 中階管理職 人數","電子電機領域專長 女性 中階管理職 人數","資訊通訊領域專長 男性 中階管理職 人數","資訊通訊領域專長 女性 中階管理職 人數","化工材料領域專長 男性 中階管理職 人數","化工材料領域專長 女性 中階管理職 人數","生技醫工領域專長 男性 中階管理職 人數","生技醫工領域專長 女性 中階管理職 人數","環工綠能領域專長 男性 中階管理職 人數","環工綠能領域專長 女性 中階管理職 人數","機械領域專長 男性 中階管理職 人數","機械領域專長 女性 中階管理職 人數","其他領域專長 男性 中階管理職 人數","其他領域專長 女性 中階管理職 人數","高階管理職","土木營建領域專長 男性 高階管理職 人數","土木營建領域專長 女性 高階管理職 人數","建築、都市規劃領域專長 男性 高階管理職 人數","建築、都市規劃領域專長 女性 高階管理職 人數","電子電機領域專長 男性 高階管理職 人數","45-55歲","電子電機領域專長 女性 高階管理職 人數","資訊通訊領域專長 男性 高階管理職 人數","資訊通訊領域專長 女性 高階管理職 人數","化工材料領域專長 男性 高階管理職 人數","化工材料領域專長 女性 高階管理職 人數","生技醫工領域專長 男性 高階管理職 人數","生技醫工領域專長 女性 高階管理職 人數","環工綠能領域專長 男性 高階管理職 人數","環工綠能領域專長 女性 高階管理職 人數","機械領域專長 男性 高階管理職 人數","機械領域專長 女性 高階管理職 人數","其他領域專長 男性 高階管理職 人數","其他領域專長 女性 高階管理職 人數","(4)各階專業職級人員人數：","初階專業職級","土木營建領域專長 男性 初階專業職級 人數","土木營建領域專長 女性 初階專業職級 人數","建築、都市規劃領域專長 男性 初階專業職級 人數","建築、都市規劃領域專長 女性 初階專業職級 人數","電子電機領域專長 男性 初階專業職級 人數","電子電機領域專長 女性 初階專業職級 人數","資訊通訊領域專長 男性 初階專業職級 人數","資訊通訊領域專長 女性 初階專業職級 人數","化工材料領域專長 男性 初階專業職級 人數","化工材料領域專長 女性 初階專業職級 人數","生技醫工領域專長 男性 初階專業職級 人數","生技醫工領域專長 女性 初階專業職級 人數","環工綠能領域專長 男性 初階專業職級 人數","環工綠能領域專長 女性 初階專業職級 人數","機械領域專長 男性 初階專業職級 人數","機械領域專長 女性 初階專業職級 人數","其他領域專長 男性 初階專業職級 人數","其他領域專長 女性 初階專業職級 人數","中階專業職級","土木營建領域專長 男性 中階專業職級 人數","土木營建領域專長 女性 中階專業職級 人數","建築、都市規劃領域專長 男性 中階專業職級 人數","建築、都市規劃領域專長 女性 中階專業職級 人數","電子電機領域專長 男性 中階專業職級 人數","電子電機領域專長 女性 中階專業職級 人數","資訊通訊領域專長 男性 中階專業職級 人數","資訊通訊領域專長 女性 中階專業職級 人數","化工材料領域專長 男性 中階專業職級 人數","36歲以下","化工材料領域專長 女性 中階專業職級 人數","生技醫工領域專長 男性 中階專業職級 人數","生技醫工領域專長 女性 中階專業職級 人數","環工綠能領域專長 男性 中階專業職級 人數","環工綠能領域專長 女性 中階專業職級 人數","機械領域專長 男性 中階專業職級 人數","機械領域專長 女性 中階專業職級 人數","其他領域專長 男性 中階專業職級 人數","其他領域專長 女性 中階專業職級 人數","高階專業職級","土木營建領域專長 男性 高階專業職級 人數","土木營建領域專長 女性 高階專業職級 人數","建築、都市規劃領域專長 男性 高階專業職級 人數","建築、都市規劃領域專長 女性 高階專業職級 人數","電子電機領域專長 男性 高階專業職級 人數","電子電機領域專長 女性 高階專業職級 人數","資訊通訊領域專長 男性 高階專業職級 人數","資訊通訊領域專長 女性 高階專業職級 人數","化工材料領域專長 男性 高階專業職級 人數","化工材料領域專長 女性 高階專業職級 人數","生技醫工領域專長 男性 高階專業職級 人數","生技醫工領域專長 女性 高階專業職級 人數","環工綠能領域專長 男性 高階專業職級 人數","環工綠能領域專長 女性 高階專業職級 人數","機械領域專長 男性 高階專業職級 人數","機械領域專長 女性 高階專業職級 人數","其他領域專長 男性 高階專業職級 人數","其他領域專長 女性 高階專業職級 人數","第三部分：性別相關福利措施，以及轉入工程與科技領域之案例","1. 過去三年間貴單位獲准之育嬰留職停薪人次","男性","106年 請假人次","107年  請假人次","108年 請假人次","女性","106年  請假人次","108年  請假人次","2. 過去三年間貴單位獲准之家庭照謢假人次","3.請勾選貴單位已實施之福利措施，","可複選：","請問哺集乳室共設有幾處？","請說明其他 :","4.貴單位是否有非工程與科技領域背景人員轉任工程職務之事例：","請選擇:","(a) 請問此轉任情況是否是少數個案？","(b) 貴單位是否有鼓勵轉任之機制？若有請說明","5.該少數個案事例：（若有多人請分別填寫）","第一人","1-1. 該轉任是否於貴單位服務期間發生？","1-2 現任工程職務為：","1-3	原專長領域為：","1-4 此轉任事例已於現職服務幾年?","是否有下一位?","第二人","2-1. 該轉任是否於貴單位服務期間發生？","2-2 現任工程職務為：","2-3	原專長領域為：","2-4 此轉任事例已於現職服務幾年?","是否有下一位??","第三人","3-1. 該轉任是否於貴單位服務期間發生？","3-2 現任工程職務為：","3-3	原專長領域為：","3-4 此轉任事例已於現職服務幾年?","是否有下一位??..","第四人","4-1. 該轉任是否於貴單位服務期間發生？","4-2 現任工程職務為：","4-3	原專長領域為：","4-4 此轉任事例已於現職服務幾年?","Submitted Login","Submitted From",
"2019-10-04 01:30:07 +00:00","","","公路總局蘇花公路改善工程處工程科","10","土木營建","","","","","","7","","","","","","","","","","","3","","","","","","","","","","","","","1","1","1","","4","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","3","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","1","0","","","哺集乳室,女性生理假（不扣薪）","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.217",
"2019-10-04 01:24:21 +00:00","","","公路總局蘇花公路改善工程處蘇澳工務段","8","電子電機,機械","","","","","","","","4","","","","","4","","0","","","","0","","","","","0","","0","","","","3","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","育兒津貼,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.217",
"2019-10-04 01:20:15 +00:00","","","公路總局第一區養護工程處新竹工務段","28","土木營建","","","","","","9","","","","","","","","","12","","2","","","","","","","","","5","","","","2","1","0","0","6","0","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","女性生理假（不扣薪）,托兒服務（指設有收托二歲至六歲兒童之服務機構）","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.181",
"2019-10-04 01:11:48 +00:00","","","交通部公路總局西部濱海公路北區臨時工程處第二工務段","19","土木營建","","","","","","14","","","","","","","","","3","","0","","","","","","","","","2","","","","2","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","2","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.213",
"2019-10-04 01:11:12 +00:00","","","公路總局第二區養護工程處工務科","15","土木營建,建築、都市規劃","","","","","","10","","","","","","","","","","","4","","","","","","","","","1","","","","","2","1","","","7","","","","","","","","","","","","","","","","","","","","","2","1","","","7","","","","","","","","","","","","","","","","","","","","","1","3","2","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","哺集乳室,（因照顧家庭因素可申請）彈性工時","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.202",
"2019-10-04 01:09:36 +00:00","","","公路總局第四區養護工程處玉里工務段","18","土木營建","","","","","","6","","","","","","","","","6","","1","","","","","","","","","5","","","","1","4","1","2","1","2","","","","","","","","","","","","","","","","","","","","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）,育兒津貼","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.184",
"2019-10-04 00:46:30 +00:00","","","交通部公路總局西部濱海公路北區臨時工程處第二工務段","18","土木營建","","","","","","14","","","","","","","","","2","","0","","","","","","","","","2","","","","2","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","2","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.213",
"2019-10-04 00:43:03 +00:00","","","第二區養護工程處台中段","38","土木營建","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.182",
"2019-10-04 00:41:22 +00:00","","","公路總局第一區養護工程處工務科","18","土木營建","","","","","","9","","","","","","","","","2","","4","","","","","","","","","3","","","","3","5","3","0","0","0","","","","","","","","","","","","","","","","","","","","0","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0","2","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","哺集乳室,女性生理假（不扣薪）,育兒津貼","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.201",
"2019-10-04 00:00:38 +00:00","","","公路總局西部濱海公路南區臨時工程處第二工務段","16","土木營建","","","","","","10","","","","","","","","","1","","2","","","","","","","","","3","","","","1","","","2","6","2","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","6","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）,育兒津貼","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.215",
"2019-10-03 09:56:50 +00:00","","","新化工務段","35","其他","","省道養護","","","","","","","","","","","","26","2","","","","","","","","","","1","6","","","","2","","","2","4","4","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","2","0","","","女性生理假（不扣薪）,托兒服務（指設有收托二歲至六歲兒童之服務機構）","","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.58.185",
"2019-10-03 09:29:03 +00:00","","","交通部公路總局第二區養護工程處苗栗工務段","28","土木營建","","","","","","12","","","","","","","","","5","","4","","","","","","","","","7","","","","2","2","4","4","","","","","","","","","","","","","","","","","","","","","","2","2","4","4","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","1","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.182",
"2019-10-03 09:26:56 +00:00","","","交通部公路總局第五區養護工程處新化工務段","40","土木營建","","","","","","32","","","","","","","","","4","","1","","","","","","","","","3","","","","0","2","6","6","6","2","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","其他","","無","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.185",
"2019-10-03 09:18:13 +00:00","","","交通部公路總局第一區養護工程處","297","土木營建,電子電機","","","","","","185","","2","","","","","","","0","","50","","0","","","","","","","0","","","","20","30","38","42","58","613","","","","","","","","","","","","","","","","","","","","26","48","60","36","13","8","","","","","","","","","","","","","","","","","","","","","0","0","26","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","哺集乳室,女性生理假（不扣薪）","2","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.58.201",
"2019-10-03 08:58:03 +00:00","","","公路總局第五區養護工程處新化工務段","34","土木營建","","","","","","24","","","","","","","","","5","","1","","","","","","","","","4","","","","4","6","2","2","6","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","2","30","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","女性生理假（不扣薪）,育兒津貼","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.185",
"2019-10-03 08:40:46 +00:00","","","交通部公路總局第一區養護工程處工務科","15","土木營建","","","","","","10","","","","","","","","","1","","2","","","","","","","","","2","","","","3","8","","3","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","9","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","女性生理假（不扣薪）,育兒津貼","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.201",
"2019-10-03 08:24:06 +00:00","","","交通部公路總局西部濱海公路南區臨時工程處第七工務段","11","土木營建","","","","","","8","","","","","","","","","2","","0","","","","","","","","","1","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.216",
"2019-10-03 08:22:22 +00:00","","","交通部公路總局第五區養護工程處新化工務段","35","其他","","省道養護辦公處所相關行政業務","","","","","","","","","","","","27","1","","","","","","","","","","1","6","","","","2","","","2","21","3","","","","","","","","","","","","","","","","","","","","","","","2","1","4","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","女性生理假（不扣薪）,托兒服務（指設有收托二歲至六歲兒童之服務機構）","","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.58.185",
"2019-10-03 08:18:07 +00:00","","","交通部公路總局蘇花公路改善工程處和中工務段","8","土木營建","","","","","","8","","","","","","","","","0","","0","","","","","","","","","0","","","","1","3","0","4","0","0","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.217",
"2019-10-03 08:15:05 +00:00","","","公路總局蘇花公路改善工程處南澳工務段","7","土木營建","","","","","","5","","","","","","","","","0","","1","","","","","","","","","1","","","","","1","","","","4","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.217",
"2019-10-03 08:10:23 +00:00","","","公路總局第一區養護工程處企劃科","約250人","土木營建","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","哺集乳室,育兒津貼","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.201",
"2019-10-03 07:24:21 +00:00","","","公路總局第二區養護工程處谷關工務段","42","土木營建","","","","","","23","","","","","","","","","10","","2","","","","","","","","","7","","","","9","4","1","3","6","14","","","","","","","","","","","","","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","1","","","女性生理假（不扣薪）,育兒津貼,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.182",
"2019-10-03 07:23:31 +00:00","","","公路總局第二區養護工程處谷關工務段","42","土木營建","","","","","","23","","","","","","","","","10","","2","","","","","","","","","7","","","","9","4","1","3","6","14","","","","","","","","","","","","","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","1","","","女性生理假（不扣薪）,育兒津貼,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.182",
"2019-10-03 07:08:45 +00:00","","","交通部公路總局材料試驗所","39","土木營建","","","","","","26","","","","","","","","","5","","2","","","","","","","","","6","","","","8","1","2","5","3","7","","","","","","","","","","","","","","","","","","","","0","0","2","1","0","2","","","","","","","","","","","","","","","","","","","","","0","3","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.218",
"2019-10-03 07:01:02 +00:00","","","交通部公路總局第四區養護工程處頭城工務段","13","土木營建","","","","","","9","","","","","","","","","1","","","","","","","","","","","3","","","","3","1","","1","","4","","","","","","","","","","","","","","","","","","","","3","0","1","1","0","4","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","女性生理假（不扣薪）,托兒服務（指設有收托二歲至六歲兒童之服務機構）,育兒津貼,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.184",
"2019-10-03 06:26:41 +00:00","","","交通部公路總局第五區養護工程處","113","土木營建","","","","","","43","","","","","","","","","29","","8","","","","","","","","","33","","","","5","6","5","5","12","10","","","","","","","","","","","","","","","","","","","","5","6","5","5","12","10","","","","","","","","","","","","","","","","","","","","","","1","2","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","哺集乳室,女性生理假（不扣薪）","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.205",
"2019-10-03 06:02:57 +00:00","","","公路總局第五區養護工程處斗南工務段","25","土木營建","","","","","","10","","","","","","","","","9","","2","","","","","","","","","4","","","","3","3","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","4","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.185",
